010520 N- ----GPM- N-GPM οὐρανῶν. οὐρανῶν οὐρανῶν οὐρανός
010521 V- 2AAI-P-- V-AAI-2P Ἠκούσατε Ἠκούσατε ἠκούσατε ἀκούω
010521 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010521 V- 3API-S-- V-API-3S ἐρρέθη ἐρρέθη ἐρρέθη λέγω
010521 RA ----DPM- T-DPM τοῖς τοῖς τοῖς ὁ
010521 A- ----DPM- A-DPM ἀρχαίοις· ἀρχαίοις ἀρχαίοις ἀρχαῖος
010521 D- -------- PRT-N Οὐ Οὐ οὐ οὐ
010521 V- 2FAI-S-- V-FAI-2S φονεύσεις· φονεύσεις φονεύσεις φονεύω
010521 RR ----NSM- R-NSM ὃς ὃς ὅς ὅς
010521 C- -------- CONJ δ’ δ’ δέ δέ
010521 X- -------- PRT ἂν ἂν ἄν ἄν
010521 V- 3AAS-S-- V-AAS-3S φονεύσῃ, φονεύσῃ φονεύσῃ φονεύω
010521 A- ----NSM- A-NSM ἔνοχος ἔνοχος ἔνοχος ἔνοχος
010521 V- 3FMI-S-- V-FDI-3S ἔσται ἔσται ἔσται εἰμί
010521 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
010521 N- ----DSF- N-DSF κρίσει. κρίσει κρίσει κρίσις
010522 RP ----NS-- P-1NS ἐγὼ ἐγὼ ἐγώ ἐγώ
010522 C- -------- CONJ δὲ δὲ δέ δέ
010522 V- 1PAI-S-- V-PAI-1S λέγω λέγω λέγω λέγω
010522 RP ----DP-- P-2DP ὑμῖν ὑμῖν ὑμῖν σύ
010522 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010522 A- ----NSM- A-NSM πᾶς πᾶς πᾶς πᾶς
010522 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010522 V- -PMPNSM- V-PPP-NSM ὀργιζόμενος ὀργιζόμενος ὀργιζόμενος ὀργίζομαι
010522 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010522 N- ----DSM- N-DSM ἀδελφῷ ἀδελφῷ ἀδελφῷ ἀδελφός
010522 RP ----GSM- P-GSM ⸀αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
010522 A- ----NSM- A-NSM ἔνοχος ἔνοχος ἔνοχος ἔνοχος
010522 V- 3FMI-S-- V-FDI-3S ἔσται ἔσται ἔσται εἰμί
010522 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
010522 N- ----DSF- N-DSF κρίσει· κρίσει κρίσει κρίσις
010522 RR ----NSM- R-NSM ὃς ὃς ὅς ὅς
010522 C- -------- CONJ δ’ δ’ δέ δέ
010522 X- -------- PRT ἂν ἂν ἄν ἄν
010522 V- 3AAS-S-- V-2AAS-3S εἴπῃ εἴπῃ εἴπῃ λέγω
010522 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010522 N- ----DSM- N-DSM ἀδελφῷ ἀδελφῷ ἀδελφῷ ἀδελφός
010522 RP ----GSM- P-GSM αὐτοῦ· αὐτοῦ αὐτοῦ αὐτός
010522 N- ----VSM- ARAM Ῥακά, Ῥακά ῥακά ῥακά
010522 A- ----NSM- A-NSM ἔνοχος ἔνοχος ἔνοχος ἔνοχος
010522 V- 3FMI-S-- V-FDI-3S ἔσται ἔσται ἔσται εἰμί
010522 RA ----DSN- T-DSN τῷ τῷ τῷ ὁ
010522 N- ----DSN- N-DSN συνεδρίῳ· συνεδρίῳ συνεδρίῳ συνέδριον
010522 RR ----NSM- R-NSM ὃς ὃς ὅς ὅς
010522 C- -------- CONJ δ’ δ’ δέ δέ
010522 X- -------- PRT ἂν ἂν ἄν ἄν
010522 V- 3AAS-S-- V-2AAS-3S εἴπῃ· εἴπῃ εἴπῃ λέγω
010522 A- ----VSM- A-VSM Μωρέ, Μωρέ μωρέ μωρός
010522 A- ----NSM- A-NSM ἔνοχος ἔνοχος ἔνοχος ἔνοχος
010522 V- 3FMI-S-- V-FDI-3S ἔσται ἔσται ἔσται εἰμί
010522 P- -------- PREP εἰς εἰς εἰς εἰς
010522 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
010522 N- ----ASF- N-ASF γέενναν γέενναν γέενναν γέεννα
010522 RA ----GSN- T-GSN τοῦ τοῦ τοῦ ὁ
010522 N- ----GSN- N-GSN πυρός. πυρός πυρός πῦρ
010523 C- -------- COND ἐὰν ἐὰν ἐάν ἐάν
010523 C- -------- CONJ οὖν οὖν οὖν οὖν
010523 V- 2PAS-S-- V-PAS-2S προσφέρῃς προσφέρῃς προσφέρῃς προσφέρω
010523 RA ----ASN- T-ASN τὸ τὸ τό ὁ
010523 N- ----ASN- N-ASN δῶρόν δῶρόν δῶρον δῶρον
010523 RP ----GS-- P-2GS σου σου σου σύ
010523 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
010523 RA ----ASN- T-ASN τὸ τὸ τό ὁ
010523 N- ----ASN- N-ASN θυσιαστήριον θυσιαστήριον θυσιαστήριον θυσιαστήριον
010523 C- -------- ADV-K κἀκεῖ κἀκεῖ κἀκεῖ κἀκεῖ
010523 V- 2APS-S-- V-APS-2S μνησθῇς μνησθῇς μνησθῇς μιμνῄσκομαι
010523 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010523 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010523 N- ----NSM- N-NSM ἀδελφός ἀδελφός ἀδελφός ἀδελφός
010523 RP ----GS-- P-2GS σου σου σου σύ
010523 V- 3PAI-S-- V-PAI-3S ἔχει ἔχει ἔχει ἔχω
010523 RI ----ASN- X-ASN τι τι τι τις
010523 P- -------- PREP κατὰ κατὰ κατά κατά
010523 RP ----GS-- P-2GS σοῦ, σοῦ σοῦ σύ
010524 V- 2AAD-S-- V-2AAM-2S ἄφες ἄφες ἄφες ἀφίημι
010524 D- -------- ADV ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ
010524 RA ----ASN- T-ASN τὸ τὸ τό ὁ
010524 N- ----ASN- N-ASN δῶρόν δῶρόν δῶρον δῶρον
010524 RP ----GS-- P-2GS σου σου σου σύ
010524 P- -------- PREP ἔμπροσθεν ἔμπροσθεν ἔμπροσθεν ἔμπροσθεν
010524 RA ----GSN- T-GSN τοῦ τοῦ τοῦ ὁ
010524 N- ----GSN- N-GSN θυσιαστηρίου θυσιαστηρίου θυσιαστηρίου θυσιαστήριον
010524 C- -------- CONJ καὶ καὶ καί καί
010524 V- 2PAD-S-- V-PAM-2S ὕπαγε ὕπαγε ὕπαγε ὑπάγω
010524 A- ----ASN- ADV-S@ πρῶτον πρῶτον πρῶτον πρῶτος
010524 V- 2APD-S-- V-2APM-2S διαλλάγηθι διαλλάγηθι διαλλάγηθι διαλλάσσομαι
010524 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010524 N- ----DSM- N-DSM ἀδελφῷ ἀδελφῷ ἀδελφῷ ἀδελφός
010524 RP ----GS-- P-2GS σου, σου σου σύ
010524 C- -------- CONJ καὶ καὶ καί καί
010524 D- -------- ADV τότε τότε τότε τότε
010524 V- -AAPNSM- V-2AAP-NSM ἐλθὼν ἐλθὼν ἐλθών ἔρχομαι
010524 V- 2PAD-S-- V-PAM-2S πρόσφερε πρόσφερε πρόσφερε προσφέρω
010524 RA ----ASN- T-ASN τὸ τὸ τό ὁ
010524 N- ----ASN- N-ASN δῶρόν δῶρόν δῶρον δῶρον
010524 RP ----GS-- P-2GS σου. σου σου σύ
010525 V- 2PAD-S-- V-PAM-2S ἴσθι ἴσθι ἴσθι εἰμί
010525 V- -PAPNSM- V-PAP-NSM εὐνοῶν εὐνοῶν εὐνοῶν εὐνοέω
010525 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010525 N- ----DSM- N-DSM ἀντιδίκῳ ἀντιδίκῳ ἀντιδίκῳ ἀντίδικος
010525 RP ----GS-- P-2GS σου σου σου σύ
010525 A- ----ASN- ADV@ ταχὺ ταχὺ ταχύ ταχύς
010525 P- -------- ADV ἕως ἕως ἕως ἕως
010525 RR ----GSM- R-GSN-ATT@ ὅτου ὅτου ὅτου ὅστις
010525 V- 2PAI-S-- V-PAI-2S εἶ εἶ εἶ εἰμί
010525 P- -------- PREP ⸂μετ’ μετ’ μετά μετά
010525 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
010525 P- -------- PREP ἐν ἐν ἐν ἐν
010525 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
010525 N- ----DSF- N-DSF ὁδῷ⸃, ὁδῷ ὁδῷ ὁδός
010525 C- -------- ADV-N μήποτέ μήποτέ μήποτε μήποτε
010525 RP ----AS-- P-2AS σε σε σε σύ
010525 V- 3AAS-S-- V-2AAS-3S παραδῷ παραδῷ παραδῷ παραδίδωμι
010525 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010525 N- ----NSM- N-NSM ἀντίδικος ἀντίδικος ἀντίδικος ἀντίδικος
010525 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010525 N- ----DSM- N-DSM κριτῇ, κριτῇ κριτῇ κριτής
010525 C- -------- CONJ καὶ καὶ καί καί
010525 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010525 N- ----NSM- N-NSM ⸀κριτὴς κριτὴς κριτής κριτής
010525 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010525 N- ----DSM- N-DSM ὑπηρέτῃ, ὑπηρέτῃ ὑπηρέτῃ ὑπηρέτης
010525 C- -------- CONJ καὶ καὶ καί καί
010525 P- -------- PREP εἰς εἰς εἰς εἰς
010525 N- ----ASF- N-ASF φυλακὴν φυλακὴν φυλακήν φυλακή
010525 V- 2FPI-S-- V-FPI-2S βληθήσῃ· βληθήσῃ βληθήσῃ βάλλω
010526 X- -------- HEB ἀμὴν ἀμὴν ἀμήν ἀμήν
010526 V- 1PAI-S-- V-PAI-1S λέγω λέγω λέγω λέγω
010526 RP ----DS-- P-2DS σοι, σοι σοι σύ
010526 D- -------- PRT-N οὐ οὐ οὐ οὐ
010526 D- -------- PRT-N μὴ μὴ μή μή
010526 V- 2AAS-S-- V-2AAS-2S ἐξέλθῃς ἐξέλθῃς ἐξέλθῃς ἐξέρχομαι
010526 D- -------- ADV ἐκεῖθεν ἐκεῖθεν ἐκεῖθεν ἐκεῖθεν
010526 C- -------- ADV ἕως ἕως ἕως ἕως
010526 X- -------- PRT ἂν ἂν ἄν ἄν
010526 V- 2AAS-S-- V-2AAS-2S ἀποδῷς ἀποδῷς ἀποδῷς ἀποδίδωμι
010526 RA ----ASM- T-ASM τὸν τὸν τόν ὁ
010526 A- ----ASM- A-ASM-S ἔσχατον ἔσχατον ἔσχατον ἔσχατος
010526 N- ----ASM- N-ASM κοδράντην. κοδράντην κοδράντην κοδράντης
010527 V- 2AAI-P-- V-AAI-2P Ἠκούσατε Ἠκούσατε ἠκούσατε ἀκούω
010527 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010527 V- 3API-S-- V-API-3S ἐρρέθη· ἐρρέθη ἐρρέθη λέγω
010527 D- -------- PRT-N Οὐ Οὐ οὐ οὐ
010527 V- 2FAI-S-- V-FAI-2S μοιχεύσεις. μοιχεύσεις μοιχεύσεις μοιχεύω
010528 RP ----NS-- P-1NS ἐγὼ ἐγὼ ἐγώ ἐγώ
010528 C- -------- CONJ δὲ δὲ δέ δέ
010528 V- 1PAI-S-- V-PAI-1S λέγω λέγω λέγω λέγω
010528 RP ----DP-- P-2DP ὑμῖν ὑμῖν ὑμῖν σύ
010528 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010528 A- ----NSM- A-NSM πᾶς πᾶς πᾶς πᾶς
010528 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010528 V- -PAPNSM- V-PAP-NSM βλέπων βλέπων βλέπων βλέπω
010528 N- ----ASF- N-ASF γυναῖκα γυναῖκα γυναῖκα γυνή
010528 P- -------- PREP πρὸς πρὸς πρός πρός
010528 RA ----ASN- T-ASN τὸ τὸ τό ὁ
010528 V- -AAN---- V-AAN ἐπιθυμῆσαι ἐπιθυμῆσαι ἐπιθυμῆσαι ἐπιθυμέω
010528 RP ----ASF- P-ASF αὐτὴν αὐτὴν αὐτήν αὐτός
010528 D- -------- ADV ἤδη ἤδη ἤδη ἤδη
010528 V- 3AAI-S-- V-AAI-3S ἐμοίχευσεν ἐμοίχευσεν ἐμοίχευσε(ν) μοιχεύω
010528 RP ----ASF- P-ASF αὐτὴν αὐτὴν αὐτήν αὐτός
010528 P- -------- PREP ἐν ἐν ἐν ἐν
010528 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
010528 N- ----DSF- N-DSF καρδίᾳ καρδίᾳ καρδίᾳ καρδία
010528 RP ----GSM- P-GSM αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
010529 C- -------- COND εἰ εἰ εἰ εἰ
010529 C- -------- CONJ δὲ δὲ δέ δέ
010529 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010529 N- ----NSM- N-NSM ὀφθαλμός ὀφθαλμός ὀφθαλμός ὀφθαλμός
010529 RP ----GS-- P-2GS σου σου σου σύ
010529 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010529 A- ----NSM- A-NSM δεξιὸς δεξιὸς δεξιός δεξιός
010529 V- 3PAI-S-- V-PAI-3S σκανδαλίζει σκανδαλίζει σκανδαλίζει σκανδαλίζω
010529 RP ----AS-- P-2AS σε, σε σε σύ
010529 V- 2AAD-S-- V-2AAM-2S ἔξελε ἔξελε ἔξελε ἐξαιρέω
010529 RP ----ASM- P-ASM αὐτὸν αὐτὸν αὐτόν αὐτός
010529 C- -------- CONJ καὶ καὶ καί καί
010529 V- 2AAD-S-- V-2AAM-2S βάλε βάλε βάλε βάλλω
010529 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
010529 RP ----GS-- P-2GS σοῦ, σοῦ σοῦ σύ
010529 V- 3PAI-S-- V-PAI-3S συμφέρει συμφέρει συμφέρει συμφέρω
010529 C- -------- CONJ γάρ γάρ γάρ γάρ
010529 RP ----DS-- P-2DS σοι σοι σοι σύ
010529 C- -------- CONJ ἵνα ἵνα ἵνα ἵνα
010529 V- 3AMS-S-- V-2AMS-3S ἀπόληται ἀπόληται ἀπόληται ἀπόλλυμι
010529 A- ----NSN- A-NSN ἓν ἓν ἕν εἷς
010529 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
010529 N- ----GPN- N-GPN μελῶν μελῶν μελῶν μέλος
010529 RP ----GS-- P-2GS σου σου σου σύ
010529 C- -------- CONJ καὶ καὶ καί καί
010529 D- -------- PRT-N μὴ μὴ μή μή
010529 A- ----NSN- A-NSN ὅλον ὅλον ὅλον ὅλος
010529 RA ----NSN- T-NSN τὸ τὸ τό ὁ
010529 N- ----NSN- N-NSN σῶμά σῶμά σῶμα σῶμα
010529 RP ----GS-- P-2GS σου σου σου σύ
010529 V- 3APS-S-- V-APS-3S βληθῇ βληθῇ βληθῇ βάλλω
010529 P- -------- PREP εἰς εἰς εἰς εἰς
010529 N- ----ASF- N-ASF γέενναν. γέενναν γέενναν γέεννα
010530 C- -------- CONJ καὶ καὶ καί καί
010530 C- -------- COND εἰ εἰ εἰ εἰ
010530 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
010530 A- ----NSF- A-NSF δεξιά δεξιά δεξιά δεξιός
010530 RP ----GS-- P-2GS σου σου σου σύ
010530 N- ----NSF- N-NSF χεὶρ χεὶρ χείρ χείρ
010530 V- 3PAI-S-- V-PAI-3S σκανδαλίζει σκανδαλίζει σκανδαλίζει σκανδαλίζω
010530 RP ----AS-- P-2AS σε, σε σε σύ
010530 V- 2AAD-S-- V-AAM-2S ἔκκοψον ἔκκοψον ἔκκοψον ἐκκόπτω
010530 RP ----ASF- P-ASF αὐτὴν αὐτὴν αὐτήν αὐτός
010530 C- -------- CONJ καὶ καὶ καί καί
010530 V- 2AAD-S-- V-2AAM-2S βάλε βάλε βάλε βάλλω
010530 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
010530 RP ----GS-- P-2GS σοῦ, σοῦ σοῦ σύ
010530 V- 3PAI-S-- V-PAI-3S συμφέρει συμφέρει συμφέρει συμφέρω
010530 C- -------- CONJ γάρ γάρ γάρ γάρ
010530 RP ----DS-- P-2DS σοι σοι σοι σύ
010530 C- -------- CONJ ἵνα ἵνα ἵνα ἵνα
010530 V- 3AMS-S-- V-2AMS-3S ἀπόληται ἀπόληται ἀπόληται ἀπόλλυμι
010530 A- ----NSN- A-NSN ἓν ἓν ἕν εἷς
010530 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
010530 N- ----GPN- N-GPN μελῶν μελῶν μελῶν μέλος
010530 RP ----GS-- P-2GS σου σου σου σύ
010530 C- -------- CONJ καὶ καὶ καί καί
010530 D- -------- PRT-N μὴ μὴ μή μή
010530 A- ----NSN- A-NSN ὅλον ὅλον ὅλον ὅλος
010530 RA ----NSN- T-NSN τὸ τὸ τό ὁ
010530 N- ----NSN- N-NSN σῶμά σῶμά σῶμα σῶμα
010530 RP ----GS-- P-2GS σου σου σου σύ
010530 P- -------- PREP ⸂εἰς εἰς εἰς εἰς
010530 N- ----ASF- N-ASF γέενναν γέενναν γέενναν γέεννα
010530 V- 3AAS-S-- V-2AAS-3S ἀπέλθῃ⸃. ἀπέλθῃ ἀπέλθῃ ἀπέρχομαι
010531 V- 3API-S-- V-API-3S Ἐρρέθη Ἐρρέθη ἐρρέθη λέγω
010531 C- -------- CONJ ⸀δέ· δέ δέ δέ
010531 RR ----NSM- R-NSM Ὃς Ὃς ὅς ὅς
010531 X- -------- PRT ἂν ἂν ἄν ἄν
010531 V- 3AAS-S-- V-AAS-3S ἀπολύσῃ ἀπολύσῃ ἀπολύσῃ ἀπολύω
010531 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
010531 N- ----ASF- N-ASF γυναῖκα γυναῖκα γυναῖκα γυνή
010531 RP ----GSM- P-GSM αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
010531 V- 3AAD-S-- V-2AAM-3S δότω δότω δότω δίδωμι
010531 RP ----DSF- P-DSF αὐτῇ αὐτῇ αὐτῇ αὐτός
010531 N- ----ASN- N-ASN ἀποστάσιον. ἀποστάσιον ἀποστάσιον ἀποστάσιον
010532 RP ----NS-- P-1NS ἐγὼ ἐγὼ ἐγώ ἐγώ
010532 C- -------- CONJ δὲ δὲ δέ δέ
010532 V- 1PAI-S-- V-PAI-1S λέγω λέγω λέγω λέγω
010532 RP ----DP-- P-2DP ὑμῖν ὑμῖν ὑμῖν σύ
010532 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010532 A- ----NSM- A-NSM ⸂πᾶς πᾶς πᾶς πᾶς
010532 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010532 V- -PAPNSM- V-PAP-NSM ἀπολύων⸃ ἀπολύων ἀπολύων ἀπολύω
010532 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
010532 N- ----ASF- N-ASF γυναῖκα γυναῖκα γυναῖκα γυνή
010532 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
010532 P- -------- ADV παρεκτὸς παρεκτὸς παρεκτός παρεκτός
010532 N- ----GSM- N-GSM λόγου λόγου λόγου λόγος
010532 N- ----GSF- N-GSF πορνείας πορνείας πορνείας πορνεία
010532 V- 3PAI-S-- V-PAI-3S ποιεῖ ποιεῖ ποιεῖ ποιέω
010532 RP ----ASF- P-ASF αὐτὴν αὐτὴν αὐτήν αὐτός
010532 V- -APN---- V-APN ⸀μοιχευθῆναι, μοιχευθῆναι μοιχευθῆναι μοιχεύω
010532 C- -------- CONJ καὶ καὶ καί καί
010532 RR ----NSM- R-NSM ὃς ὃς ὅς ὅς
010532 X- -------- COND ἐὰν ἐὰν ἐάν ἐάν
010532 V- -XPPASF- V-RPP-ASF ἀπολελυμένην ἀπολελυμένην ἀπολελυμένην ἀπολύω
010532 V- 3AAS-S-- V-AAS-3S γαμήσῃ γαμήσῃ γαμήσῃ γαμέω
010532 V- 3PMI-S-- V-PNI-3S μοιχᾶται. μοιχᾶται μοιχᾶται μοιχάομαι
010533 D- -------- ADV Πάλιν Πάλιν πάλιν πάλιν
010533 V- 2AAI-P-- V-AAI-2P ἠκούσατε ἠκούσατε ἠκούσατε ἀκούω
010533 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010533 V- 3API-S-- V-API-3S ἐρρέθη ἐρρέθη ἐρρέθη λέγω
010533 RA ----DPM- T-DPM τοῖς τοῖς τοῖς ὁ
010533 A- ----DPM- A-DPM ἀρχαίοις· ἀρχαίοις ἀρχαίοις ἀρχαῖος
010533 D- -------- PRT-N Οὐκ Οὐκ οὐ οὐ
010533 V- 2FAI-S-- V-FAI-2S ἐπιορκήσεις, ἐπιορκήσεις ἐπιορκήσεις ἐπιορκέω
010533 V- 2FAI-S-- V-FAI-2S ἀποδώσεις ἀποδώσεις ἀποδώσεις ἀποδίδωμι
010533 C- -------- CONJ δὲ δὲ δέ δέ
010533 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010533 N- ----DSM- N-DSM κυρίῳ κυρίῳ κυρίῳ κύριος
010533 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
010533 N- ----APM- N-APM ὅρκους ὅρκους ὅρκους ὅρκος
010533 RP ----GS-- P-2GS σου. σου σου σύ
010534 RP ----NS-- P-1NS ἐγὼ ἐγὼ ἐγώ ἐγώ
010534 C- -------- CONJ δὲ δὲ δέ δέ
010534 V- 1PAI-S-- V-PAI-1S λέγω λέγω λέγω λέγω
010534 RP ----DP-- P-2DP ὑμῖν ὑμῖν ὑμῖν σύ
010534 D- -------- PRT-N μὴ μὴ μή μή
010534 V- -AAN---- V-AAN ὀμόσαι ὀμόσαι ὀμόσαι ὀμνύω
010534 D- -------- ADV ὅλως· ὅλως ὅλως ὅλως
010534 C- -------- CONJ-N μήτε μήτε μήτε μήτε
010534 P- -------- PREP ἐν ἐν ἐν ἐν
010534 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
010534 N- ----DSM- N-DSM οὐρανῷ, οὐρανῷ οὐρανῷ οὐρανός
010534 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010534 N- ----NSM- N-NSM θρόνος θρόνος θρόνος θρόνος
010534 V- 3PAI-S-- V-PAI-3S ἐστὶν ἐστὶν ἐστί(ν) εἰμί
010534 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
010534 N- ----GSM- N-GSM θεοῦ· θεοῦ θεοῦ θεός
010535 C- -------- CONJ-N μήτε μήτε μήτε μήτε
010535 P- -------- PREP ἐν ἐν ἐν ἐν
010535 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
010535 N- ----DSF- N-DSF γῇ, γῇ γῇ γῆ
010535 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010535 N- ----NSN- N-NSN ὑποπόδιόν ὑποπόδιόν ὑποπόδιον ὑποπόδιον
010535 V- 3PAI-S-- V-PAI-3S ἐστιν ἐστιν ἐστί(ν) εἰμί
010535 RA ----GPM- T-GPM τῶν τῶν τῶν ὁ
010535 N- ----GPM- N-GPM ποδῶν ποδῶν ποδῶν πούς
010535 RP ----GSM- P-GSM αὐτοῦ· αὐτοῦ αὐτοῦ αὐτός
010535 C- -------- CONJ-N μήτε μήτε μήτε μήτε
010535 P- -------- PREP εἰς εἰς εἰς εἰς
010535 N- ----APN- N-ASF@ Ἱεροσόλυμα, Ἱεροσόλυμα Ἱεροσόλυμα Ἱεροσόλυμα
010535 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010535 N- ----NSF- N-NSF πόλις πόλις πόλις πόλις
010535 V- 3PAI-S-- V-PAI-3S ἐστὶν ἐστὶν ἐστί(ν) εἰμί
010535 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
010535 A- ----GSM- A-GSM μεγάλου μεγάλου μεγάλου μέγας
010535 N- ----GSM- N-GSM βασιλέως· βασιλέως βασιλέως βασιλεύς
010536 C- -------- CONJ-N μήτε μήτε μήτε μήτε
010536 P- -------- PREP ἐν ἐν ἐν ἐν
010536 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
010536 N- ----DSF- N-DSF κεφαλῇ κεφαλῇ κεφαλῇ κεφαλή
010536 RP ----GS-- P-2GS σου σου σου σύ
010536 V- 2AAS-S-- V-AAS-2S ὀμόσῃς, ὀμόσῃς ὀμόσῃς ὀμνύω
010536 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010536 D- -------- PRT-N οὐ οὐ οὐ οὐ
010536 V- 2PMI-S-- V-PNI-2S δύνασαι δύνασαι δύνασαι δύναμαι
010536 A- ----ASF- A-ASF μίαν μίαν μίαν εἷς
010536 N- ----ASF- N-ASF τρίχα τρίχα τρίχα θρίξ
010536 A- ----ASF- A-ASF λευκὴν λευκὴν λευκήν λευκός
010536 V- -AAN---- V-AAN ⸂ποιῆσαι ποιῆσαι ποιῆσαι ποιέω
010536 C- -------- PRT ἢ ἢ ἤ ἤ
010536 A- ----ASF- A-ASF μέλαιναν⸃. μέλαιναν μέλαιναν μέλας
010537 V- 3PAD-S-- V-PAM-3S ἔστω ἔστω ἔστω εἰμί
010537 C- -------- CONJ δὲ δὲ δέ δέ
010537 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
010537 N- ----NSM- N-NSM λόγος λόγος λόγος λόγος
010537 RP ----GP-- P-2GP ὑμῶν ὑμῶν ὑμῶν σύ
010537 X- -------- PRT ναὶ ναὶ ναί ναί
010537 X- -------- PRT ναί, ναί ναί ναί
010537 X- -------- PRT-N οὒ οὒ οὔ οὔ
010537 X- -------- PRT-N οὔ· οὔ οὔ οὔ
010537 RA ----NSN- T-NSN τὸ τὸ τό ὁ
010537 C- -------- CONJ δὲ δὲ δέ δέ
010537 A- ----NSN- A-NSN περισσὸν περισσὸν περισσόν περισσός
010537 RD ----GPN- D-GPM τούτων τούτων τούτων οὗτος
010537 P- -------- PREP ἐκ ἐκ ἐκ ἐκ
010537 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
010537 A- ----GSM- A-GSM πονηροῦ πονηροῦ πονηροῦ πονηρός
010537 V- 3PAI-S-- V-PAI-3S ἐστιν. ἐστιν ἐστί(ν) εἰμί
010538 V- 2AAI-P-- V-AAI-2P Ἠκούσατε Ἠκούσατε ἠκούσατε ἀκούω
010538 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
010538 V- 3API-S-- V-API-3S ἐρρέθη· ἐρρέθη ἐρρέθη λέγω
010538 N- ----ASM- N-ASM Ὀφθαλμὸν Ὀφθαλμὸν ὀφθαλμόν ὀφθαλμός
010538 P- -------- PREP ἀντὶ ἀντὶ ἀντί ἀντί
010538 N- ----GSM- N-GSM ὀφθαλμοῦ ὀφθαλμοῦ ὀφθαλμοῦ ὀφθαλμός
010538 C- -------- CONJ καὶ καὶ καί καί
010538 N- ----ASM- N-ASM ὀδόντα ὀδόντα ὀδόντα ὀδούς
010538 P- -------- PREP ἀντὶ ἀντὶ ἀντί ἀντί
010538 N- ----GSM- N-GSM ὀδόντος. ὀδόντος ὀδόντος ὀδούς
010539 RP ----NS-- P-1NS ἐγὼ ἐγὼ ἐγώ ἐγώ
010539 C- -------- CONJ δὲ δὲ δέ δέ
010539 V- 1PAI-S-- V-PAI-1S λέγω λέγω λέγω λέγω
010539 RP ----DP-- P-2DP ὑμῖν ὑμῖν ὑμῖν σύ
010539 D- -------- PRT-N μὴ μὴ μή μή
010539 V- -AAN---- V-2AAN ἀντιστῆναι ἀντιστῆναι ἀντιστῆναι ἀνθίστημι
010539 RA ----DSN- T-DSN τῷ τῷ τῷ ὁ
