012741 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012741 N- ----NPM- N-NPM ἀρχιερεῖς ἀρχιερεῖς ἀρχιερεῖς ἀρχιερεύς
012741 V- -PAPNPM- V-PAP-NPM ἐμπαίζοντες ἐμπαίζοντες ἐμπαίζοντες ἐμπαίζω
012741 P- -------- PREP μετὰ μετὰ μετά μετά
012741 RA ----GPM- T-GPM τῶν τῶν τῶν ὁ
012741 N- ----GPM- N-GPM γραμματέων γραμματέων γραμματέων γραμματεύς
012741 C- -------- CONJ καὶ καὶ καί καί
012741 A- ----GPM- A-GPM-C ⸀πρεσβυτέρων πρεσβυτέρων πρεσβυτέρων πρεσβύτερος
012741 V- 3IAI-P-- V-IAI-3P ἔλεγον· ἔλεγον ἔλεγον λέγω
012742 A- ----APM- A-APM Ἄλλους Ἄλλους ἄλλους ἄλλος
012742 V- 3AAI-S-- V-AAI-3S ἔσωσεν, ἔσωσεν ἔσωσε(ν) σῴζω
012742 RP ----ASM- F-3ASM ἑαυτὸν ἑαυτὸν ἑαυτόν ἑαυτοῦ
012742 D- -------- PRT-N οὐ οὐ οὐ οὐ
012742 V- 3PMI-S-- V-PNI-3S δύναται δύναται δύναται δύναμαι
012742 V- -AAN---- V-AAN σῶσαι· σῶσαι σῶσαι σῴζω
012742 N- ----NSM- N-NSM ⸀βασιλεὺς βασιλεὺς βασιλεύς βασιλεύς
012742 N- ----GSM- N-PRI Ἰσραήλ Ἰσραήλ Ἰσραήλ Ἰσραήλ
012742 V- 3PAI-S-- V-PAI-3S ἐστιν, ἐστιν ἐστί(ν) εἰμί
012742 V- 3AAD-S-- V-2AAM-3S καταβάτω καταβάτω καταβάτω καταβαίνω
012742 D- -------- ADV νῦν νῦν νῦν νῦν
012742 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
012742 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
012742 N- ----GSM- N-GSM σταυροῦ σταυροῦ σταυροῦ σταυρός
012742 C- -------- CONJ καὶ καὶ καί καί
012742 V- 1FAI-P-- V-FAI-1P? πιστεύσομεν πιστεύσομεν πιστεύσομεν πιστεύω
012742 P- -------- PREP ἐπ’ ἐπ’ ἐπί ἐπί
012742 RP ----ASM- P-ASM ⸀αὐτόν. αὐτόν αὐτόν αὐτός
012743 V- 3XAI-S-- V-2RAI-3S πέποιθεν πέποιθεν πέποιθε(ν) πείθω
012743 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
012743 RA ----ASM- T-ASM τὸν τὸν τόν ὁ
012743 N- ----ASM- N-ASM θεόν, θεόν θεόν θεός
012743 V- 3AMD-S-- V-ADM-3S ῥυσάσθω ῥυσάσθω ῥυσάσθω ῥύομαι
012743 D- -------- ADV ⸀νῦν νῦν νῦν νῦν
012743 C- -------- COND εἰ εἰ εἰ εἰ
012743 V- 3PAI-S-- V-PAI-3S θέλει θέλει θέλει θέλω
012743 RP ----ASM- P-ASM αὐτόν· αὐτόν αὐτόν αὐτός
012743 V- 3AAI-S-- V-2AAI-3S εἶπεν εἶπεν εἶπε(ν) λέγω
012743 C- -------- CONJ γὰρ γὰρ γάρ γάρ
012743 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
012743 N- ----GSM- N-GSM Θεοῦ Θεοῦ θεοῦ θεός
012743 V- 1PAI-S-- V-PAI-1S εἰμι εἰμι εἰμί εἰμί
012743 N- ----NSM- N-NSM υἱός. υἱός υἱός υἱός
012744 RA ----ASN- T-ASN τὸ τὸ τό ὁ
012744 C- -------- CONJ δ’ δ’ δέ δέ
012744 A- ----ASN- P-ASN αὐτὸ αὐτὸ αὐτό αὐτός
012744 D- -------- CONJ καὶ καὶ καί καί
012744 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012744 N- ----NPM- N-NPM λῃσταὶ λῃσταὶ λῃσταί λῃστής
012744 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012744 V- -APPNPM- V-APP-NPM συσταυρωθέντες συσταυρωθέντες συσταυρωθέντες συσταυρόομαι
012744 P- -------- PREP ⸀σὺν σὺν σύν σύν
012744 RP ----DSM- P-DSM αὐτῷ αὐτῷ αὐτῷ αὐτός
012744 V- 3IAI-P-- V-IAI-3P ὠνείδιζον ὠνείδιζον ὠνείδιζον ὀνειδίζω
012744 RP ----ASM- P-ASM αὐτόν. αὐτόν αὐτόν αὐτός
012745 P- -------- PREP Ἀπὸ Ἀπὸ ἀπό ἀπό
012745 C- -------- CONJ δὲ δὲ δέ δέ
012745 A- ----GSF- A-GSF ἕκτης ἕκτης ἕκτης ἕκτος
012745 N- ----GSF- N-GSF ὥρας ὥρας ὥρας ὥρα
012745 N- ----NSN- N-NSN σκότος σκότος σκότος σκότος
012745 V- 3AMI-S-- V-2ADI-3S ἐγένετο ἐγένετο ἐγένετο γίνομαι
012745 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
012745 A- ----ASF- A-ASF πᾶσαν πᾶσαν πᾶσαν πᾶς
012745 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
012745 N- ----ASF- N-ASF γῆν γῆν γῆν γῆ
012745 P- -------- ADV ἕως ἕως ἕως ἕως
012745 N- ----GSF- N-GSF ὥρας ὥρας ὥρας ὥρα
012745 A- ----GSF- A-GSF ἐνάτης. ἐνάτης ἐνάτης ἔνατος
012746 P- -------- PREP περὶ περὶ περί περί
012746 C- -------- CONJ δὲ δὲ δέ δέ
012746 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
012746 A- ----ASF- A-ASF ἐνάτην ἐνάτην ἐνάτην ἔνατος
012746 N- ----ASF- N-ASF ὥραν ὥραν ὥραν ὥρα
012746 V- 3AAI-S-- V-AAI-3S ⸀ἀνεβόησεν ἀνεβόησεν ἀνεβόησε(ν) ἀναβοάω
012746 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
012746 N- ----NSM- N-NSM Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
012746 N- ----DSF- N-DSF φωνῇ φωνῇ φωνῇ φωνή
012746 A- ----DSF- A-DSF μεγάλῃ μεγάλῃ μεγάλῃ μέγας
012746 V- -PAPNSM- V-PAP-NSM λέγων· λέγων λέγων λέγω
012746 N- ----VSM- ARAM ⸂Ἠλὶ Ἠλὶ ἠλί ἠλί
012746 N- ----VSM- ARAM ἠλὶ⸃ ἠλὶ ἠλί ἠλί
012746 D- -------- ARAM λεμὰ λεμὰ λεμά λεμά
012746 V- 2AAI-S-- ARAM σαβαχθάνι; σαβαχθάνι σαβαχθάνι σαβαχθάνι
012746 RD ----NSN- D-NSN τοῦτ’ τοῦτ’ τοῦτο οὗτος
012746 V- 3PAI-S-- V-PAI-3S ἔστιν· ἔστιν ἐστί(ν) εἰμί
012746 N- ----VSM- N-VSM Θεέ Θεέ θεέ θεός
012746 RP ----GS-- P-1GS μου μου μου ἐγώ
012746 N- ----VSM- N-VSM θεέ θεέ θεέ θεός
012746 RP ----GS-- P-1GS μου, μου μου ἐγώ
012746 D- -------- ADV-I ἱνατί ἱνατί ἱνατί ἱνατί
012746 RP ----AS-- P-1AS με με με ἐγώ
012746 V- 2AAI-S-- V-2AAI-2S ἐγκατέλιπες; ἐγκατέλιπες ἐγκατέλιπες ἐγκαταλείπω
012747 RI ----NPM- X-NPM τινὲς τινὲς τινές τις
012747 C- -------- CONJ δὲ δὲ δέ δέ
012747 RA ----GPM- T-GPM τῶν τῶν τῶν ὁ
012747 D- -------- ADV ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ
012747 V- -XAPGPM- V-RAP-GPM ⸀ἑστηκότων ἑστηκότων ἑστηκότων ἵστημι
012747 V- -AAPNPM- V-AAP-NPM ἀκούσαντες ἀκούσαντες ἀκούσαντες ἀκούω
012747 V- 3IAI-P-- V-IAI-3P ἔλεγον ἔλεγον ἔλεγον λέγω
012747 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
012747 N- ----ASM- N-ASM Ἠλίαν Ἠλίαν Ἠλίαν Ἠλίας
012747 V- 3PAI-S-- V-PAI-3S φωνεῖ φωνεῖ φωνεῖ φωνέω
012747 RD ----NSM- D-NSM οὗτος. οὗτος οὗτος οὗτος
012748 C- -------- CONJ καὶ καὶ καί καί
012748 D- -------- ADV εὐθέως εὐθέως εὐθέως εὐθέως
012748 V- -AAPNSM- V-2AAP-NSM δραμὼν δραμὼν δραμών τρέχω
012748 A- ----NSM- A-NSM εἷς εἷς εἷς εἷς
012748 P- -------- PREP ἐξ ἐξ ἐκ ἐκ
012748 RP ----GPM- P-GPM αὐτῶν αὐτῶν αὐτῶν αὐτός
012748 C- -------- CONJ καὶ καὶ καί καί
012748 V- -AAPNSM- V-2AAP-NSM λαβὼν λαβὼν λαβών λαμβάνω
012748 N- ----ASM- N-ASM σπόγγον σπόγγον σπόγγον σπόγγος
012748 V- -AAPNSM- V-AAP-NSM πλήσας πλήσας πλήσας πίμπλημι
012748 C- -------- PRT τε τε τέ τέ
012748 N- ----GSN- N-GSN ὄξους ὄξους ὄξους ὄξος
012748 C- -------- CONJ καὶ καὶ καί καί
012748 V- -AAPNSM- V-2AAP-NSM περιθεὶς περιθεὶς περιθείς περιτίθημι
012748 N- ----DSM- N-DSM καλάμῳ καλάμῳ καλάμῳ κάλαμος
012748 V- 3IAI-S-- V-IAI-3S ἐπότιζεν ἐπότιζεν ἐπότιζε(ν) ποτίζω
012748 RP ----ASM- P-ASM αὐτόν. αὐτόν αὐτόν αὐτός
012749 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012749 C- -------- CONJ δὲ δὲ δέ δέ
012749 A- ----NPM- A-NPM λοιποὶ λοιποὶ λοιποί λοιπός
012749 V- 3IAI-P-- V-IAI-3P ⸀ἔλεγον· ἔλεγον ἔλεγον λέγω
012749 V- 2AAD-S-- V-2AAM-2S Ἄφες Ἄφες ἄφες ἀφίημι
012749 V- 1AAS-P-- V-2AAS-1P ἴδωμεν ἴδωμεν ἴδωμεν ὁράω
012749 X- -------- COND εἰ εἰ εἰ εἰ
012749 V- 3PMI-S-- V-PNI-3S ἔρχεται ἔρχεται ἔρχεται ἔρχομαι
012749 N- ----NSM- N-NSM Ἠλίας Ἠλίας Ἠλίας Ἠλίας
012749 V- -FAPNSM- V-FAP-NSM σώσων σώσων σώσων σῴζω
012749 RP ----ASM- P-ASM ⸀αὐτόν. αὐτόν αὐτόν αὐτός
012750 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
012750 C- -------- CONJ δὲ δὲ δέ δέ
012750 N- ----NSM- N-NSM Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
012750 D- -------- ADV πάλιν πάλιν πάλιν πάλιν
012750 V- -AAPNSM- V-AAP-NSM κράξας κράξας κράξας κράζω
012750 N- ----DSF- N-DSF φωνῇ φωνῇ φωνῇ φωνή
012750 A- ----DSF- A-DSF μεγάλῃ μεγάλῃ μεγάλῃ μέγας
012750 V- 3AAI-S-- V-AAI-3S ἀφῆκεν ἀφῆκεν ἀφῆκε(ν) ἀφίημι
012750 RA ----ASN- T-ASN τὸ τὸ τό ὁ
012750 N- ----ASN- N-ASN πνεῦμα. πνεῦμα πνεῦμα πνεῦμα
012751 C- -------- CONJ καὶ καὶ καί καί
012751 X- -------- V-2AMM-2S ἰδοὺ ἰδοὺ ἰδού ἰδού
012751 RA ----NSN- T-NSN τὸ τὸ τό ὁ
012751 N- ----NSN- N-NSN καταπέτασμα καταπέτασμα καταπέτασμα καταπέτασμα
012751 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
012751 N- ----GSM- N-GSM ναοῦ ναοῦ ναοῦ ναός
012751 V- 3API-S-- V-API-3S ἐσχίσθη ἐσχίσθη ἐσχίσθη σχίζω
012751 P- -------- PREP ⸂ἀπ’ ἀπ’ ἀπό ἀπό
012751 D- -------- ADV ἄνωθεν ἄνωθεν ἄνωθεν ἄνωθεν
012751 P- -------- ADV ἕως ἕως ἕως ἕως
012751 D- -------- ADV κάτω κάτω κάτω κάτω
012751 P- -------- PREP εἰς εἰς εἰς εἰς
012751 A- ----APN- A-NUI δύο⸃, δύο δύο δύο
012751 C- -------- CONJ καὶ καὶ καί καί
012751 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
012751 N- ----NSF- N-NSF γῆ γῆ γῆ γῆ
012751 V- 3API-S-- V-API-3S ἐσείσθη, ἐσείσθη ἐσείσθη σείω
012751 C- -------- CONJ καὶ καὶ καί καί
012751 RA ----NPF- T-NPF αἱ αἱ αἱ ὁ
012751 N- ----NPF- N-NPF πέτραι πέτραι πέτραι πέτρα
012751 V- 3API-P-- V-API-3P ἐσχίσθησαν, ἐσχίσθησαν ἐσχίσθησαν σχίζω
012752 C- -------- CONJ καὶ καὶ καί καί
012752 RA ----NPN- T-NPN τὰ τὰ τά ὁ
012752 N- ----NPN- N-NPN μνημεῖα μνημεῖα μνημεῖα μνημεῖον
012752 V- 3API-P-- V-API-3P ἀνεῴχθησαν ἀνεῴχθησαν ἀνεῴχθησαν ἀνοίγω
012752 C- -------- CONJ καὶ καὶ καί καί
012752 A- ----NPN- A-NPN πολλὰ πολλὰ πολλά πολύς
012752 N- ----NPN- N-NPN σώματα σώματα σώματα σῶμα
012752 RA ----GPM- T-GPM τῶν τῶν τῶν ὁ
012752 V- -XMPGPM- V-RPP-GPM κεκοιμημένων κεκοιμημένων κεκοιμημένων κοιμάομαι
012752 A- ----GPM- A-GPM ἁγίων ἁγίων ἁγίων ἅγιος
012752 V- 3API-P-- V-API-3P ⸀ἠγέρθησαν, ἠγέρθησαν ἠγέρθησαν ἐγείρω
012753 C- -------- CONJ καὶ καὶ καί καί
012753 V- -AAPNPM- V-2AAP-NPM ἐξελθόντες ἐξελθόντες ἐξελθόντες ἐξέρχομαι
012753 P- -------- PREP ἐκ ἐκ ἐκ ἐκ
012753 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
012753 N- ----GPN- N-GPN μνημείων μνημείων μνημείων μνημεῖον
012753 P- -------- PREP μετὰ μετὰ μετά μετά
012753 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
012753 N- ----ASF- N-ASF ἔγερσιν ἔγερσιν ἔγερσιν ἔγερσις
012753 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
012753 V- 3AAI-P-- V-2AAI-3P εἰσῆλθον εἰσῆλθον εἰσῆλθον εἰσέρχομαι
012753 P- -------- PREP εἰς εἰς εἰς εἰς
012753 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
012753 A- ----ASF- A-ASF ἁγίαν ἁγίαν ἁγίαν ἅγιος
012753 N- ----ASF- N-ASF πόλιν πόλιν πόλιν πόλις
012753 C- -------- CONJ καὶ καὶ καί καί
012753 V- 3API-P-- V-API-3P ἐνεφανίσθησαν ἐνεφανίσθησαν ἐνεφανίσθησαν ἐμφανίζω
012753 A- ----DPM- A-DPM πολλοῖς. πολλοῖς πολλοῖς πολύς
012754 RA ----NSM- T-NSM Ὁ Ὁ ὁ ὁ
012754 C- -------- CONJ δὲ δὲ δέ δέ
012754 N- ----NSM- N-NSM ἑκατόνταρχος ἑκατόνταρχος ἑκατόνταρχος ἑκατόνταρχος
012754 C- -------- CONJ καὶ καὶ καί καί
012754 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012754 P- -------- PREP μετ’ μετ’ μετά μετά
012754 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
012754 V- -PAPNPM- V-PAP-NPM τηροῦντες τηροῦντες τηροῦντες τηρέω
012754 RA ----ASM- T-ASM τὸν τὸν τόν ὁ
012754 N- ----ASM- N-ASM Ἰησοῦν Ἰησοῦν Ἰησοῦν Ἰησοῦς
012754 V- -AAPNPM- V-2AAP-NPM ἰδόντες ἰδόντες ἰδόντες ὁράω
012754 RA ----ASM- T-ASM τὸν τὸν τόν ὁ
012754 N- ----ASM- N-ASM σεισμὸν σεισμὸν σεισμόν σεισμός
012754 C- -------- CONJ καὶ καὶ καί καί
012754 RA ----APN- T-APN τὰ τὰ τά ὁ
012754 V- -AMPAPN- V-2ADP-APN ⸀γενόμενα γενόμενα γενόμενα γίνομαι
012754 V- 3API-P-- V-AOI-3P ἐφοβήθησαν ἐφοβήθησαν ἐφοβήθησαν φοβέομαι
012754 D- -------- ADV σφόδρα σφόδρα σφόδρα σφόδρα
012754 V- -PAPNPM- V-PAP-NPM λέγοντες· λέγοντες λέγοντες λέγω
012754 D- -------- ADV Ἀληθῶς Ἀληθῶς ἀληθῶς ἀληθῶς
012754 N- ----GSM- N-GSM ⸂θεοῦ θεοῦ θεοῦ θεός
012754 N- ----NSM- N-NSM υἱὸς⸃ υἱὸς υἱός υἱός
012754 V- 3IAI-S-- V-IAI-3S ἦν ἦν ἦν εἰμί
012754 RD ----NSM- D-NSM οὗτος. οὗτος οὗτος οὗτος
012755 V- 3IAI-P-- V-IAI-3P Ἦσαν Ἦσαν ἦσαν εἰμί
012755 C- -------- CONJ δὲ δὲ δέ δέ
012755 D- -------- ADV ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ
012755 N- ----NPF- N-NPF γυναῖκες γυναῖκες γυναῖκες γυνή
012755 A- ----NPF- A-NPF πολλαὶ πολλαὶ πολλαί πολύς
012755 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
012755 D- -------- ADV μακρόθεν μακρόθεν μακρόθεν μακρόθεν
012755 V- -PAPNPF- V-PAP-NPF θεωροῦσαι, θεωροῦσαι θεωροῦσαι θεωρέω
012755 RR ----NPF- R-NPF αἵτινες αἵτινες αἵτινες ὅστις
012755 V- 3AAI-P-- V-AAI-3P ἠκολούθησαν ἠκολούθησαν ἠκολούθησαν ἀκολουθέω
012755 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
012755 N- ----DSM- N-DSM Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
012755 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
012755 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
012755 N- ----GSF- N-GSF Γαλιλαίας Γαλιλαίας Γαλιλαίας Γαλιλαία
012755 V- -PAPNPF- V-PAP-NPF διακονοῦσαι διακονοῦσαι διακονοῦσαι διακονέω
012755 RP ----DSM- P-DSM αὐτῷ· αὐτῷ αὐτῷ αὐτός
012756 P- -------- PREP ἐν ἐν ἐν ἐν
012756 RR ----DPF- R-DPF αἷς αἷς αἷς ὅς
012756 V- 3IAI-S-- V-IAI-3S ἦν ἦν ἦν εἰμί
012756 N- ----NSF- N-NSF Μαρία Μαρία Μαρία Μαρία
012756 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
012756 N- ----NSF- N-NSF Μαγδαληνὴ Μαγδαληνὴ Μαγδαληνή Μαγδαληνή
012756 C- -------- CONJ καὶ καὶ καί καί
012756 N- ----NSF- N-NSF Μαρία Μαρία Μαρία Μαρία
012756 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
012756 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
012756 N- ----GSM- N-GSM Ἰακώβου Ἰακώβου Ἰακώβου Ἰάκωβος
012756 C- -------- CONJ καὶ καὶ καί καί
012756 N- ----GSM- N-PRI ⸀Ἰωσὴφ Ἰωσὴφ Ἰωσήφ Ἰωσήφ
012756 N- ----NSF- N-NSF μήτηρ μήτηρ μήτηρ μήτηρ
012756 C- -------- CONJ καὶ καὶ καί καί
012756 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
012756 N- ----NSF- N-NSF μήτηρ μήτηρ μήτηρ μήτηρ
012756 RA ----GPM- T-GPM τῶν τῶν τῶν ὁ
012756 N- ----GPM- N-GPM υἱῶν υἱῶν υἱῶν υἱός
012756 N- ----GSM- N-GSM Ζεβεδαίου. Ζεβεδαίου Ζεβεδαίου Ζεβεδαῖος
012757 A- ----GSF- A-GSF Ὀψίας Ὀψίας ὀψίας ὀψία
012757 C- -------- CONJ δὲ δὲ δέ δέ
012757 V- -AMPGSF- V-2ADP-GSF γενομένης γενομένης γενομένης γίνομαι
012757 V- 3AAI-S-- V-2AAI-3S ἦλθεν ἦλθεν ἦλθε(ν) ἔρχομαι
012757 N- ----NSM- N-NSM ἄνθρωπος ἄνθρωπος ἄνθρωπος ἄνθρωπος
012757 A- ----NSM- A-NSM πλούσιος πλούσιος πλούσιος πλούσιος
012757 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
012757 N- ----GSF- N-GSF Ἁριμαθαίας, Ἁριμαθαίας Ἁριμαθαίας Ἁριμαθαία
012757 N- ----ASN- ADV-K@ τοὔνομα τοὔνομα τοὔνομα τοὔνομα
012757 N- ----NSM- N-PRI Ἰωσήφ, Ἰωσήφ Ἰωσήφ Ἰωσήφ
012757 RR ----NSM- R-NSM ὃς ὃς ὅς ὅς
012757 D- -------- CONJ καὶ καὶ καί καί
012757 RP ----NSM- P-NSM αὐτὸς αὐτὸς αὐτός αὐτός
012757 V- 3API-S-- V-API-3S ⸀ἐμαθητεύθη ἐμαθητεύθη ἐμαθητεύθη μαθητεύω
012757 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
012757 N- ----DSM- N-DSM Ἰησοῦ· Ἰησοῦ Ἰησοῦ Ἰησοῦς
012758 RD ----NSM- D-NSM οὗτος οὗτος οὗτος οὗτος
012758 V- -AAPNSM- V-2AAP-NSM προσελθὼν προσελθὼν προσελθών προσέρχομαι
012758 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
012758 N- ----DSM- N-DSM Πιλάτῳ Πιλάτῳ Πιλάτῳ Πιλᾶτος
012758 V- 3AMI-S-- V-AMI-3S ᾐτήσατο ᾐτήσατο ᾐτήσατο αἰτέω
012758 RA ----ASN- T-ASN τὸ τὸ τό ὁ
012758 N- ----ASN- N-ASN σῶμα σῶμα σῶμα σῶμα
012758 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
012758 N- ----GSM- N-GSM Ἰησοῦ. Ἰησοῦ Ἰησοῦ Ἰησοῦς
012758 D- -------- ADV τότε τότε τότε τότε
012758 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
012758 N- ----NSM- N-NSM Πιλᾶτος Πιλᾶτος Πιλᾶτος Πιλᾶτος
012758 V- 3AAI-S-- V-AAI-3S ἐκέλευσεν ἐκέλευσεν ἐκέλευσε(ν) κελεύω
012758 V- -APN---- V-APN ⸀ἀποδοθῆναι. ἀποδοθῆναι ἀποδοθῆναι ἀποδίδωμι
012759 C- -------- CONJ καὶ καὶ καί καί
012759 V- -AAPNSM- V-2AAP-NSM λαβὼν λαβὼν λαβών λαμβάνω
012759 RA ----ASN- T-ASN τὸ τὸ τό ὁ
012759 N- ----ASN- N-ASN σῶμα σῶμα σῶμα σῶμα
012759 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
012759 N- ----NSM- N-PRI Ἰωσὴφ Ἰωσὴφ Ἰωσήφ Ἰωσήφ
012759 V- 3AAI-S-- V-AAI-3S ἐνετύλιξεν ἐνετύλιξεν ἐνετύλιξε(ν) ἐντυλίσσω
012759 RP ----ASN- P-ASN ⸀αὐτὸ αὐτὸ αὐτό αὐτός
012759 N- ----DSF- N-DSF σινδόνι σινδόνι σινδόνι σινδών
012759 A- ----DSF- A-DSF καθαρᾷ, καθαρᾷ καθαρᾷ καθαρός
012760 C- -------- CONJ καὶ καὶ καί καί
012760 V- 3AAI-S-- V-AAI-3S ἔθηκεν ἔθηκεν ἔθηκε(ν) τίθημι
012760 RP ----ASN- P-ASN αὐτὸ αὐτὸ αὐτό αὐτός
012760 P- -------- PREP ἐν ἐν ἐν ἐν
012760 RA ----DSN- T-DSN τῷ τῷ τῷ ὁ
012760 A- ----DSN- A-DSN καινῷ καινῷ καινῷ καινός
012760 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
012760 N- ----DSN- N-DSN μνημείῳ μνημείῳ μνημείῳ μνημεῖον
012760 RR ----ASN- R-ASN ὃ ὃ ὅ ὅς
012760 V- 3AAI-S-- V-AAI-3S ἐλατόμησεν ἐλατόμησεν ἐλατόμησε(ν) λατομέω
012760 P- -------- PREP ἐν ἐν ἐν ἐν
012760 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
012760 N- ----DSF- N-DSF πέτρᾳ, πέτρᾳ πέτρᾳ πέτρα
012760 C- -------- CONJ καὶ καὶ καί καί
012760 V- -AAPNSM- V-AAP-NSM προσκυλίσας προσκυλίσας προσκυλίσας προσκυλίω
012760 N- ----ASM- N-ASM λίθον λίθον λίθον λίθος
012760 A- ----ASM- A-ASM μέγαν μέγαν μέγαν μέγας
012760 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
012760 N- ----DSF- N-DSF θύρᾳ θύρᾳ θύρᾳ θύρα
012760 RA ----GSN- T-GSN τοῦ τοῦ τοῦ ὁ
012760 N- ----GSN- N-GSN μνημείου μνημείου μνημείου μνημεῖον
012760 V- 3AAI-S-- V-2AAI-3S ἀπῆλθεν. ἀπῆλθεν ἀπῆλθε(ν) ἀπέρχομαι
012761 V- 3IAI-S-- V-IAI-3S ἦν ἦν ἦν εἰμί
012761 C- -------- CONJ δὲ δὲ δέ δέ
012761 D- -------- ADV ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ
012761 N- ----NSF- N-PRI ⸀Μαριὰμ Μαριὰμ Μαριάμ Μαριάμ
012761 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
012761 N- ----NSF- N-NSF Μαγδαληνὴ Μαγδαληνὴ Μαγδαληνή Μαγδαληνή
012761 C- -------- CONJ καὶ καὶ καί καί
012761 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
012761 A- ----NSF- A-NSF ἄλλη ἄλλη ἄλλη ἄλλος
012761 N- ----NSF- N-NSF Μαρία Μαρία Μαρία Μαρία
012761 V- -PMPNPF- V-PNP-NPF καθήμεναι καθήμεναι καθήμεναι κάθημαι
012761 P- -------- ADV ἀπέναντι ἀπέναντι ἀπέναντι ἀπέναντι
012761 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
012761 N- ----GSM- N-GSM τάφου. τάφου τάφου τάφος
012762 RA ----DSF- T-DSF Τῇ Τῇ τῇ ὁ
012762 C- -------- CONJ δὲ δὲ δέ δέ
012762 D- -------- ADV ἐπαύριον, ἐπαύριον ἐπαύριον ἐπαύριον
012762 RR ----NSF- R-NSF ἥτις ἥτις ἥτις ὅστις
012762 V- 3PAI-S-- V-PAI-3S ἐστὶν ἐστὶν ἐστί(ν) εἰμί
012762 P- -------- PREP μετὰ μετὰ μετά μετά
012762 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
012762 N- ----ASF- N-ASF παρασκευήν, παρασκευήν παρασκευήν παρασκευή
012762 V- 3API-P-- V-API-3P συνήχθησαν συνήχθησαν συνήχθησαν συνάγω
012762 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012762 N- ----NPM- N-NPM ἀρχιερεῖς ἀρχιερεῖς ἀρχιερεῖς ἀρχιερεύς
012762 C- -------- CONJ καὶ καὶ καί καί
012762 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
012762 N- ----NPM- N-NPM Φαρισαῖοι Φαρισαῖοι Φαρισαῖοι Φαρισαῖος
012762 P- -------- PREP πρὸς πρὸς πρός πρός
012762 N- ----ASM- N-ASM Πιλᾶτον Πιλᾶτον Πιλᾶτον Πιλᾶτος
012763 V- -PAPNPM- V-PAP-NPM λέγοντες· λέγοντες λέγοντες λέγω
012763 N- ----VSM- N-VSM Κύριε, Κύριε κύριε κύριος
012763 V- 1API-P-- V-API-1P ἐμνήσθημεν ἐμνήσθημεν ἐμνήσθημεν μιμνῄσκομαι
